,press,vol,temp
930,147362.12,0.87,225.41
931,147362.12,0.87,225.43
932,147362.12,0.87,225.45
933,147362.12,0.87,225.47
934,147362.12,0.88,225.49
935,147362.12,0.88,225.50
936,147362.12,0.88,225.52
937,147362.12,0.88,225.54
938,147362.12,0.88,225.56
939,147362.12,0.88,225.58
940,147362.12,0.88,225.60
941,147362.12,0.88,225.62
942,147362.12,0.88,225.64
943,147362.12,0.88,225.65
944,147362.12,0.88,225.67
945,147362.12,0.88,225.69
946,147362.12,0.89,225.71
947,147362.12,0.89,225.73
948,147362.12,0.89,225.75
949,147362.12,0.89,225.77
950,147362.12,0.89,225.79
951,147362.12,0.89,225.80
952,147362.12,0.89,225.82
953,147362.12,0.89,225.84
954,147362.12,0.89,225.86
955,147362.12,0.89,225.88
956,147362.12,0.89,225.90
957,147362.12,0.89,225.92
958,147362.12,0.90,225.94
959,147362.12,0.90,225.95
960,147362.12,0.90,225.97
961,147374.33,0.90,225.99
962,147386.53,0.90,226.01
963,147398.75,0.90,226.03
964,147410.97,0.90,226.05
965,147423.19,0.90,226.07
966,147435.41,0.90,226.08
967,147447.62,0.90,226.10
968,147459.84,0.90,226.12
969,147472.06,0.90,226.14
970,147484.28,0.90,226.16
971,147496.50,0.90,226.18
972,147508.70,0.90,226.20
973,147520.91,0.90,226.22
974,147533.11,0.90,226.23
975,147545.31,0.90,226.25
976,147557.52,0.90,226.27
977,147569.72,0.90,226.29
978,147581.92,0.90,226.31
979,147594.12,0.90,226.33
980,147606.33,0.90,226.35
981,147618.55,0.90,226.37
982,147630.77,0.90,226.38
983,147642.98,0.90,226.40
984,147655.20,0.90,226.42
985,147667.42,0.90,226.44
986,147679.64,0.90,226.46
987,147691.86,0.90,226.48
988,147704.08,0.90,226.50
989,147716.28,0.90,226.52
990,147728.48,0.90,226.53
991,147740.69,0.90,226.55
992,147752.89,0.90,226.57
993,147765.09,0.90,226.59
994,147777.30,0.90,226.61
995,147789.50,0.90,226.63
996,147801.70,0.90,226.65
997,147813.91,0.90,226.67
998,147826.12,0.90,226.68
999,147838.34,0.90,226.70
1000,147850.56,0.90,226.72
1001,147862.78,0.90,226.74
1002,147875.00,0.90,226.76
1003,147887.22,0.90,226.78
1004,147899.44,0.90,226.80
1005,147911.66,0.90,226.82
1006,147923.86,0.90,226.83
1007,147936.06,0.90,226.85
1008,147948.27,0.90,226.87
1009,147960.47,0.90,226.89
1010,147972.67,0.90,226.91
1011,147984.88,0.90,226.93
1012,147997.08,0.90,226.95
1013,148009.28,0.90,226.96
1014,148021.48,0.90,226.98
1015,148033.69,0.90,227.00
1016,148045.91,0.90,227.02
1017,148058.12,0.90,227.04
1018,148070.34,0.90,227.06
1019,148082.56,0.90,227.08
1020,148094.78,0.90,227.10
1021,148107.00,0.90,227.11
1022,148119.22,0.90,227.13
1023,148131.44,0.90,227.15
1024,148143.64,0.90,227.17
1025,148155.84,0.90,227.19
1026,148168.05,0.90,227.21
1027,148180.25,0.90,227.23
1028,148192.45,0.90,227.25
1029,148204.66,0.90,227.26
1030,148216.86,0.90,227.28
1031,148229.06,0.90,227.30
1032,148241.27,0.90,227.32
1033,148253.48,0.90,227.34
1034,148265.70,0.90,227.36
1035,148277.92,0.90,227.38
1036,148290.14,0.90,227.40
1037,148302.36,0.90,227.41
1038,148314.58,0.90,227.43
1039,148326.80,0.90,227.45
1040,148339.02,0.90,227.47
1041,148351.23,0.90,227.49
1042,148363.44,0.90,227.51
1043,148375.64,0.90,227.53
1044,148387.84,0.90,227.55
1045,148400.05,0.90,227.56
1046,148412.25,0.90,227.58
1047,148424.45,0.90,227.60
1048,148436.66,0.90,227.62
1049,148448.86,0.90,227.64
1050,148461.06,0.90,227.66
1051,148473.28,0.90,227.68
1052,148485.50,0.90,227.69
1053,148497.72,0.90,227.71
1054,148509.94,0.90,227.73
1055,148522.16,0.90,227.75
1056,148534.38,0.90,227.77
1057,148546.59,0.90,227.79
1058,148558.81,0.90,227.81
1059,148571.02,0.90,227.83
1060,148583.22,0.90,227.84
1061,148595.42,0.90,227.86
1062,148607.62,0.90,227.86
1063,148607.62,0.90,227.86
1064,148607.62,0.90,227.86
1065,148607.62,0.90,227.86
1066,148607.62,0.90,227.86
1067,148607.62,0.90,227.86
1068,148607.62,0.90,227.86
1069,148607.62,0.90,227.86
1070,148607.62,0.90,227.86
1071,148607.62,0.90,227.86
1072,148607.62,0.90,227.86
1073,148607.62,0.90,227.86
1074,148607.62,0.90,227.86
1075,148607.62,0.90,227.86
1076,148607.62,0.90,227.86
1077,148607.62,0.90,227.86
1078,148607.62,0.90,227.86
1079,148607.62,0.90,227.86
1080,148607.62,0.90,227.86
1081,148607.62,0.90,227.86
1082,148607.62,0.90,227.86
1083,148607.62,0.90,227.86
1084,148607.62,0.90,227.86
1085,148607.62,0.90,227.86
1086,148607.62,0.90,227.86
1087,148607.62,0.90,227.86
1088,148607.62,0.90,227.86
1089,148607.62,0.90,227.86
1090,148607.62,0.90,227.86
1091,148607.62,0.90,227.86
1092,148607.62,0.90,227.86
1093,148607.62,0.90,227.86
1094,148607.62,0.90,227.86
1095,148607.62,0.90,227.86
1096,148607.62,0.90,227.86
1097,148607.62,0.90,227.86
1098,148607.62,0.90,227.86
1099,148607.62,0.90,227.86
1100,148607.62,0.90,227.86
1101,148607.62,0.90,227.86
1102,148607.62,0.90,227.86
1103,148607.62,0.90,227.86
1104,148607.62,0.90,227.86
1105,148607.62,0.90,227.86
1106,148607.62,0.90,227.86
1107,148607.62,0.90,227.86
1108,148607.62,0.90,227.86
1109,148607.62,0.90,227.86
1110,148607.62,0.90,227.86
1111,148607.62,0.90,227.86
1112,148607.62,0.90,227.86
1113,148607.62,0.90,227.86
1114,148607.62,0.90,227.86
1115,148607.62,0.90,227.86
1116,148607.62,0.90,227.86
1117,148607.62,0.90,227.86
1118,148607.62,0.90,227.86
1119,148607.62,0.90,227.86
1120,148607.62,0.90,227.86
1121,148607.62,0.90,227.86
1122,148607.62,0.90,227.86
1123,148607.62,0.90,227.86
1124,148607.62,0.90,227.86
1125,148607.62,0.90,227.86
1126,148607.62,0.90,227.86
1127,148607.62,0.90,227.86
1128,148607.62,0.90,227.86
1129,148607.62,0.90,227.86
1130,148607.62,0.90,227.86
1131,148607.62,0.90,227.86
1132,148607.62,0.90,227.86
1133,148607.62,0.90,227.86
1134,148607.62,0.90,227.86
1135,148607.62,0.90,227.86
1136,148607.62,0.90,227.86
1137,148607.62,0.90,227.86
1138,148607.62,0.90,227.86
1139,148607.62,0.90,227.86
1140,148607.62,0.90,227.86
1141,148607.62,0.90,227.86
1142,148607.62,0.90,227.86
1143,148607.62,0.90,227.86
1144,148607.62,0.90,227.86
1145,148607.62,0.90,227.86
1146,148607.62,0.90,227.86
1147,148607.62,0.90,227.86
1148,148607.62,0.90,227.86
1149,148607.62,0.90,227.86
1150,148607.62,0.90,227.86
1151,148607.62,0.90,227.86
1152,148607.62,0.90,227.86
1153,148607.62,0.90,227.86
1154,148607.62,0.90,227.86
1155,148607.62,0.90,227.86
1156,148607.62,0.90,227.86
1157,148607.62,0.90,227.86
1158,148607.62,0.90,227.86
1159,148607.62,0.90,227.86
1160,148607.62,0.90,227.86
1161,148607.62,0.90,227.86
1162,148607.62,0.90,227.86
1163,148607.62,0.90,227.86
1164,148607.62,0.90,227.86
1165,148607.62,0.90,227.86
1166,148607.62,0.90,227.86
1167,148607.62,0.90,227.86
1168,148607.62,0.90,227.86
1169,148607.62,0.90,227.86
1170,148607.62,0.90,227.86
1171,148607.62,0.90,227.86
1172,148607.62,0.90,227.86
1173,148607.62,0.90,227.86
1174,148607.62,0.90,227.86
1175,148607.62,0.90,227.86
1176,148607.62,0.90,227.86
1177,148607.62,0.90,227.86
1178,148607.62,0.90,227.86
1179,148607.62,0.90,227.86
1180,148607.62,0.90,227.86
1181,148607.62,0.90,227.86
1182,148607.62,0.90,227.86
1183,148607.62,0.90,227.86
1184,148607.62,0.90,227.86
1185,148607.62,0.90,227.86
1186,148607.62,0.90,227.86
1187,148607.62,0.90,227.86
1188,148607.62,0.90,227.86
1189,148607.62,0.90,227.86
1190,148607.62,0.90,227.86
1191,148607.62,0.90,227.86
1192,148607.62,0.90,227.86
1193,148607.62,0.90,227.86
1194,148607.62,0.90,227.86
1195,148607.62,0.90,227.86
1196,148607.62,0.90,227.86
1197,148607.62,0.90,227.86
1198,148607.62,0.90,227.86
1199,148607.62,0.90,227.86
1200,148607.62,0.90,227.86
1201,148607.62,0.90,227.86
1202,148607.62,0.90,227.86
1203,148607.62,0.90,227.86
1204,148607.62,0.90,227.86
1205,148607.62,0.90,227.86
1206,148607.62,0.90,227.86
1207,148607.62,0.90,227.86
1208,148607.62,0.90,227.86
1209,148607.62,0.90,227.86
1210,148607.62,0.90,227.86
1211,148607.62,0.90,227.86
1212,148607.62,0.90,227.86
1213,148607.62,0.90,227.86
1214,148607.62,0.90,227.86
1215,148607.62,0.90,227.86
1216,148607.62,0.90,227.86
1217,148607.62,0.90,227.86
1218,148607.62,0.90,227.86
1219,148607.62,0.90,227.86
1220,148607.62,0.90,227.86
1221,148607.62,0.90,227.86
1222,148607.62,0.90,227.86
1223,148607.62,0.90,227.86
1224,148607.62,0.90,227.86
1225,148607.62,0.90,227.86
1226,148607.62,0.90,227.86
1227,148607.62,0.90,227.86
1228,148607.62,0.90,227.86
1229,148607.62,0.90,227.86
1230,148607.62,0.90,227.86
1231,148607.62,0.90,227.86
1232,148607.62,0.90,227.86
1233,148607.62,0.90,227.86
1234,148607.62,0.90,227.86
1235,148607.62,0.90,227.86
1236,148607.62,0.90,227.86
1237,148607.62,0.90,227.86
1238,148607.62,0.90,227.86
1239,148607.62,0.90,227.86
1240,148607.62,0.90,227.86
1241,148607.62,0.90,227.86
1242,148607.62,0.90,227.86
1243,148607.62,0.90,227.86
1244,148607.62,0.90,227.86
1245,148607.62,0.90,227.86
1246,148607.62,0.90,227.86
1247,148607.62,0.90,227.86
1248,148607.62,0.90,227.86
1249,148607.62,0.90,227.86
1250,148607.62,0.90,227.86
1251,148607.62,0.90,227.86
1252,148607.62,0.90,227.86
1253,148607.62,0.90,227.86
1254,148607.62,0.90,227.86
1255,148607.62,0.90,227.86
1256,148607.62,0.90,227.86
1257,148607.62,0.90,227.86
1258,148607.62,0.90,227.86
1259,148607.62,0.90,227.86
1260,148607.62,0.90,227.86
1261,148607.62,0.90,227.86
1262,148607.62,0.90,227.86
1263,148607.62,0.90,227.86
1264,148607.62,0.90,227.86
1265,148607.62,0.90,227.86
1266,148607.62,0.90,227.86
1267,148607.62,0.90,227.86
1268,148607.62,0.90,227.86
1269,148607.62,0.90,227.86
1270,148607.62,0.90,227.86
1271,148607.62,0.90,227.86
1272,148607.62,0.90,227.86
1273,148607.62,0.90,227.86
1274,148607.62,0.90,227.86
1275,148607.62,0.90,227.86
1276,148607.62,0.90,227.86
1277,148607.62,0.90,227.86
1278,148607.62,0.90,227.86
1279,148731.83,0.90,227.86
1280,148856.23,0.90,227.86
1281,148980.86,0.89,227.86
1282,149105.69,0.89,227.86
1283,149230.73,0.89,227.86
1284,149355.97,0.89,227.86
1285,149481.42,0.89,227.86
1286,149607.08,0.89,227.86
1287,149732.95,0.89,227.86
1288,149859.05,0.89,227.86
1289,149985.34,0.89,227.86
1290,150111.86,0.89,227.86
1291,150238.59,0.89,227.86
1292,150365.53,0.89,227.86
1293,150492.69,0.89,227.86
1294,150620.06,0.88,227.86
1295,150747.66,0.88,227.86
1296,150875.47,0.88,227.86
1297,151003.48,0.88,227.86
1298,151131.72,0.88,227.86
1299,151260.17,0.88,227.86
1300,151388.84,0.88,227.86
1301,151517.73,0.88,227.86
1302,151646.84,0.88,227.86
1303,151776.19,0.88,227.86
1304,151905.75,0.88,227.86
1305,152035.53,0.88,227.86
1306,152165.53,0.88,227.86
1307,152295.75,0.88,227.86
1308,152426.19,0.87,227.86
1309,152556.86,0.87,227.86
1310,152687.77,0.87,227.86
1311,152818.89,0.87,227.86
1312,152950.23,0.87,227.86
1313,153081.80,0.87,227.86
1314,153213.59,0.87,227.86
1315,153345.62,0.87,227.86
1316,153477.88,0.87,227.86
1317,153610.36,0.87,227.86
1318,153743.06,0.87,227.86
1319,153876.02,0.87,227.86
1320,154009.19,0.87,227.86
1321,154142.59,0.86,227.86
1322,154276.22,0.86,227.86
1323,154410.09,0.86,227.86
1324,154544.19,0.86,227.86
1325,154678.52,0.86,227.86
1326,154813.08,0.86,227.86
1327,154947.88,0.86,227.86
1328,155082.91,0.86,227.86
1329,155218.17,0.86,227.86
1330,155353.67,0.86,227.86
1331,155489.42,0.86,227.86
1332,155625.41,0.86,227.86
1333,155761.61,0.86,227.86
1334,155898.06,0.86,227.86
1335,156034.75,0.85,227.86
1336,156171.69,0.85,227.86
1337,156308.86,0.85,227.86
1338,156446.28,0.85,227.86
1339,156583.94,0.85,227.86
1340,156721.84,0.85,227.86
1341,156859.98,0.85,227.86
1342,156998.38,0.85,227.86
1343,157137.00,0.85,227.86
1344,157275.88,0.85,227.86
1345,157414.98,0.85,227.86
1346,157554.36,0.85,227.86
1347,157693.98,0.85,227.86
1348,157833.84,0.84,227.86
1349,157973.97,0.84,227.86
1350,158114.33,0.84,227.86
1351,158254.94,0.84,227.86
1352,158395.81,0.84,227.86
1353,158536.92,0.84,227.86
1354,158678.28,0.84,227.86
1355,158819.91,0.84,227.86
1356,158961.77,0.84,227.86
1357,159103.89,0.84,227.86
1358,159246.27,0.84,227.86
1359,159388.89,0.84,227.86
1360,159531.78,0.84,227.86
1361,159674.92,0.83,227.86
1362,159818.33,0.83,227.86
1363,159961.98,0.83,227.86
1364,160105.89,0.83,227.86
1365,160250.06,0.83,227.86
1366,160394.50,0.83,227.86
1367,160539.20,0.83,227.86
1368,160684.16,0.83,227.86
1369,160829.38,0.83,227.86
1370,160974.86,0.83,227.86
1371,161120.61,0.83,227.86
1372,161266.62,0.83,227.86
1373,161412.91,0.83,227.86
1374,161559.45,0.83,227.86
1375,161706.27,0.82,227.86
1376,161853.34,0.82,227.86
1377,162000.69,0.82,227.86
1378,162148.31,0.82,227.86
1379,162296.19,0.82,227.86
1380,162444.33,0.82,227.86
1381,162592.73,0.82,227.86
1382,162741.42,0.82,227.86
1383,162890.38,0.82,227.86
1384,163039.62,0.82,227.86
1385,163189.14,0.82,227.86
1386,163338.94,0.82,227.86
1387,163489.00,0.82,227.86
1388,163639.34,0.81,227.86
1389,163789.95,0.81,227.86
1390,163940.84,0.81,227.86
1391,164092.02,0.81,227.86
1392,164243.45,0.81,227.86
1393,164395.17,0.81,227.86
1394,164547.19,0.81,227.86
1395,164699.48,0.81,227.86
1396,164852.06,0.81,227.86
1397,165004.92,0.81,227.86
1398,165158.05,0.81,227.86
1399,165311.48,0.81,227.86
1400,165465.20,0.81,227.86
1401,165619.20,0.80,227.86
1402,165773.48,0.80,227.86
1403,165928.06,0.80,227.86
1404,166082.92,0.80,227.86
1405,166238.06,0.80,227.86
1406,166393.52,0.80,227.86
1407,166549.25,0.80,227.86
1408,166705.27,0.80,227.86
1409,166861.58,0.80,227.86
1410,167018.19,0.80,227.86
1411,167175.08,0.80,227.86
1412,167332.28,0.80,227.86
1413,167489.77,0.80,227.86
1414,167647.56,0.80,227.86
1415,167805.64,0.79,227.86
1416,167964.03,0.79,227.86
1417,168122.72,0.79,227.86
1418,168281.70,0.79,227.86
1419,168440.98,0.79,227.86
1420,168600.58,0.79,227.86
1421,168760.47,0.79,227.86
1422,168920.67,0.79,227.86
1423,169081.16,0.79,227.86
1424,169241.97,0.79,227.86
1425,169403.06,0.79,227.86
1426,169564.47,0.79,227.86
1427,169726.20,0.79,227.86
1428,169888.23,0.78,227.86
1429,170050.58,0.78,227.86
1430,170213.23,0.78,227.86
1431,170376.19,0.78,227.86
1432,170539.47,0.78,227.86
1433,170703.06,0.78,227.86
1434,170866.95,0.78,227.86
1435,171031.17,0.78,227.86
1436,171195.70,0.78,227.86
1437,171360.56,0.78,227.86
1438,171525.73,0.78,227.86
1439,171691.22,0.78,227.86
1440,171857.03,0.78,227.86
1441,172023.16,0.77,227.86
1442,172189.61,0.77,227.86
1443,172356.39,0.77,227.86
1444,172523.50,0.77,227.86
1445,172690.91,0.77,227.86
1446,172858.64,0.77,227.86
1447,173026.70,0.77,227.86
1448,173195.09,0.77,227.86
1449,173363.81,0.77,227.86
1450,173532.86,0.77,227.86
1451,173702.25,0.77,227.86
1452,173871.97,0.77,227.86
1453,174042.02,0.77,227.86
1454,174212.39,0.77,227.86
1455,174383.09,0.76,227.86
1456,174554.14,0.76,227.86
1457,174725.52,0.76,227.86
1458,174897.23,0.76,227.86
1459,175069.30,0.76,227.86
1460,175241.70,0.76,227.86
1461,175414.45,0.76,227.86
1462,175587.53,0.76,227.86
1463,175760.95,0.76,227.86
1464,175934.70,0.76,227.86
1465,176108.83,0.76,227.86
1466,176283.28,0.76,227.86
1467,176458.08,0.76,227.86
1468,176633.22,0.75,227.86
1469,176808.72,0.75,227.86
1470,176984.56,0.75,227.86
1471,177160.75,0.75,227.86
1472,177337.31,0.75,227.86
1473,177514.22,0.75,227.86
1474,177691.47,0.75,227.86
1475,177869.08,0.75,227.86
1476,178047.05,0.75,227.86
1477,178225.36,0.75,227.86
1478,178404.05,0.75,227.86
1479,178583.08,0.75,227.86
1480,178762.48,0.75,227.86
1481,178942.23,0.74,227.86
1482,179122.36,0.74,227.86
1483,179302.83,0.74,227.86
1484,179483.67,0.74,227.86
1485,179664.88,0.74,227.86
1486,179846.45,0.74,227.86
1487,180028.39,0.74,227.86
1488,180210.70,0.74,227.86
1489,180393.39,0.74,227.86
1490,180576.44,0.74,227.86
1491,180759.86,0.74,227.86
1492,180943.67,0.74,227.86
1493,181127.84,0.74,227.86
1494,181312.39,0.74,227.86
1495,181497.33,0.73,227.86
1496,181682.62,0.73,227.86
1497,181868.30,0.73,227.86
1498,182054.36,0.73,227.86
1499,182240.81,0.73,227.86
1500,182427.62,0.73,227.86
1501,182614.83,0.73,227.86
1502,182802.42,0.73,227.86
1503,182990.39,0.73,227.86
1504,183178.75,0.73,227.86
1505,183367.50,0.73,227.86
1506,183556.64,0.73,227.86
1507,183746.17,0.73,227.86
1508,183936.11,0.72,227.86
1509,184126.44,0.72,227.86
1510,184317.16,0.72,227.86
1511,184508.27,0.72,227.86
1512,184699.78,0.72,227.86
1513,184891.69,0.72,227.86
1514,184891.69,0.72,227.86
1515,184891.69,0.72,227.86
1516,184891.69,0.72,227.86
1517,184891.69,0.72,227.86
1518,184891.69,0.72,227.86
1519,184891.69,0.72,227.86
1520,184891.69,0.72,227.86
1521,184891.69,0.72,227.86
1522,184891.69,0.72,227.86
1523,184891.69,0.72,227.86
1524,184891.69,0.72,227.86
1525,184891.69,0.72,227.86
1526,184891.69,0.72,227.86
1527,184891.69,0.72,227.86
1528,184891.69,0.72,227.86
1529,184891.69,0.72,227.86
1530,184891.69,0.72,227.86
1531,184891.69,0.72,227.86
1532,184891.69,0.72,227.86
1533,184891.69,0.72,227.86
1534,184891.69,0.72,227.86
1535,184891.69,0.72,227.86
1536,184891.69,0.72,227.86
1537,184891.69,0.72,227.86
1538,184891.69,0.72,227.86
1539,184891.69,0.72,227.86
1540,184891.69,0.72,227.86
1541,184891.69,0.72,227.86
1542,184891.69,0.72,227.86
1543,184891.69,0.72,227.86
1544,184891.69,0.72,227.86
1545,184891.69,0.72,227.86
1546,184891.69,0.72,227.86
1547,184891.69,0.72,227.86
1548,184891.69,0.72,227.86
1549,184891.69,0.72,227.86
1550,184891.69,0.72,227.86
1551,184891.69,0.72,227.86
1552,184891.69,0.72,227.86
1553,184891.69,0.72,227.86
1554,184891.69,0.72,227.86
1555,184891.69,0.72,227.86
1556,184891.69,0.72,227.86
1557,184891.69,0.72,227.86
1558,184891.69,0.72,227.86
1559,184891.69,0.72,227.86
1560,184891.69,0.72,227.86
1561,184891.69,0.72,227.86
1562,184891.69,0.72,227.86
1563,184891.69,0.72,227.86
1564,184891.69,0.72,227.86
1565,184891.69,0.72,227.86
1566,184891.69,0.72,227.86
1567,184891.69,0.72,227.86
1568,184891.69,0.72,227.86
1569,184891.69,0.72,227.86
1570,184891.69,0.72,227.86
1571,184891.69,0.72,227.86
1572,184891.69,0.72,227.86
1573,184891.69,0.72,227.86
1574,184891.69,0.72,227.86
1575,184891.69,0.72,227.86
1576,184891.69,0.72,227.86
1577,184891.69,0.72,227.86
1578,184891.69,0.72,227.86
1579,184891.69,0.72,227.86
1580,184891.69,0.72,227.88
1581,184891.69,0.72,227.90
1582,184891.69,0.72,227.92
1583,184891.69,0.72,227.94
1584,184891.69,0.72,227.96
1585,184891.69,0.72,227.98
1586,184891.69,0.73,227.99
1587,184891.69,0.73,228.01
1588,184891.69,0.73,228.03
1589,184891.69,0.73,228.05
1590,184891.69,0.73,228.07
1591,184891.69,0.73,228.09
1592,184891.69,0.73,228.11
1593,184891.69,0.73,228.13
1594,184891.69,0.73,228.14
1595,184891.69,0.73,228.16
1596,184891.69,0.73,228.18
1597,184891.69,0.73,228.20
1598,184891.69,0.74,228.22
1599,184891.69,0.74,228.24
1600,184891.69,0.74,228.26
1601,184891.69,0.74,228.28
1602,184891.69,0.74,228.29
1603,184891.69,0.74,228.31
1604,184891.69,0.74,228.33
1605,184891.69,0.74,228.35
1606,184891.69,0.74,228.37
1607,184891.69,0.74,228.39
1608,184891.69,0.74,228.41
1609,184891.69,0.74,228.43
1610,184891.69,0.75,228.44
1611,184891.69,0.75,228.46
1612,184891.69,0.75,228.48
1613,184891.69,0.75,228.50
1614,184891.69,0.75,228.52
1615,184891.69,0.75,228.54
1616,184891.69,0.75,228.56
1617,184891.69,0.75,228.57
1618,184891.69,0.75,228.59
1619,184891.69,0.75,228.61
1620,184891.69,0.75,228.63
1621,184891.69,0.75,228.65
1622,184891.69,0.75,228.67
1623,184891.69,0.76,228.69
1624,184891.69,0.76,228.71
1625,184891.69,0.76,228.72
1626,184891.69,0.76,228.74
1627,184891.69,0.76,228.76
1628,184891.69,0.76,228.78
1629,184891.69,0.76,228.80
1630,184891.69,0.76,228.82
1631,184891.69,0.76,228.84
1632,184891.69,0.76,228.86
1633,184891.69,0.76,228.87
1634,184891.69,0.76,228.89
1635,184891.69,0.77,228.91
1636,184891.69,0.77,228.93
1637,184891.69,0.77,228.95
1638,184891.69,0.77,228.97
1639,184891.69,0.77,228.99
1640,184891.69,0.77,229.01
1641,184891.69,0.77,229.02
1642,184891.69,0.77,229.04
1643,184891.69,0.77,229.06
1644,184891.69,0.77,229.08
1645,184891.69,0.77,229.10
1646,184891.69,0.77,229.12
1647,184891.69,0.78,229.14
1648,184891.69,0.78,229.16
1649,184891.69,0.78,229.17
1650,184891.69,0.78,229.19
1651,184891.69,0.78,229.21
1652,184891.69,0.78,229.23
1653,184891.69,0.78,229.25
1654,184891.69,0.78,229.27
1655,184891.69,0.78,229.29
1656,184891.69,0.78,229.31
1657,184891.69,0.78,229.32
1658,184891.69,0.78,229.34
1659,184891.69,0.78,229.36
1660,184891.69,0.79,229.38
1661,184891.69,0.79,229.40
1662,184891.69,0.79,229.42
1663,184891.69,0.79,229.44
1664,184891.69,0.79,229.45
1665,184891.69,0.79,229.47
1666,184891.69,0.79,229.49
1667,184891.69,0.79,229.51
1668,184891.69,0.79,229.53
1669,184891.69,0.79,229.55
1670,184891.69,0.79,229.57
1671,184891.69,0.79,229.59
1672,184891.69,0.80,229.60
1673,184891.69,0.80,229.62
1674,184891.69,0.80,229.64
1675,184891.69,0.80,229.66
1676,184891.69,0.80,229.68
1677,184891.69,0.80,229.70
1678,184891.69,0.80,229.72
1679,184891.69,0.80,229.74
1680,184891.69,0.80,229.75
1681,184891.69,0.80,229.77
1682,184891.69,0.80,229.79
1683,184891.69,0.80,229.81
1684,184891.69,0.81,229.83
1685,184891.69,0.81,229.85
1686,184891.69,0.81,229.87
1687,184891.69,0.81,229.89
1688,184891.69,0.81,229.90
1689,184891.69,0.81,229.92
1690,184891.69,0.81,229.94
1691,184891.69,0.81,229.96
1692,184891.69,0.81,229.98
1693,184891.69,0.81,230.00
1694,184891.69,0.81,230.02
1695,184891.69,0.81,230.04
1696,184891.69,0.82,230.05
1697,184891.69,0.82,230.07
1698,184891.69,0.82,230.09
1699,184891.69,0.82,230.11
1700,184891.69,0.82,230.13
1701,184891.69,0.82,230.15
1702,184891.69,0.82,230.17
1703,184891.69,0.82,230.19
1704,184891.69,0.82,230.20
1705,184891.69,0.82,230.22
1706,184891.69,0.82,230.24
1707,184891.69,0.82,230.26
1708,184891.69,0.82,230.28
1709,184891.69,0.83,230.30
1710,184891.69,0.83,230.32
1711,184891.69,0.83,230.33
1712,184891.69,0.83,230.35
1713,184891.69,0.83,230.37
1714,184891.69,0.83,230.39
1715,184891.69,0.83,230.41
1716,184891.69,0.83,230.43
1717,184891.69,0.83,230.45
1718,184891.69,0.83,230.47
1719,184891.69,0.83,230.48
1720,184891.69,0.83,230.50
1721,184891.69,0.84,230.52
1722,184891.69,0.84,230.54
1723,184891.69,0.84,230.56
1724,184891.69,0.84,230.58
1725,184891.69,0.84,230.60
1726,184891.69,0.84,230.62
1727,184891.69,0.84,230.63
1728,184891.69,0.84,230.65
1729,184891.69,0.84,230.67
1730,184891.69,0.84,230.69
1731,184891.69,0.84,230.71
1732,184891.69,0.84,230.73
1733,184891.69,0.85,230.75
1734,184891.69,0.85,230.77
1735,184891.69,0.85,230.78
1736,184891.69,0.85,230.80
1737,184891.69,0.85,230.82
1738,184891.69,0.85,230.84
1739,184891.69,0.85,230.86
1740,184891.69,0.85,230.88
1741,184891.69,0.85,230.90
1742,184891.69,0.85,230.92
1743,184891.69,0.85,230.93
1744,184891.69,0.85,230.95
1745,184891.69,0.86,230.97
1746,184891.69,0.86,230.99
1747,184891.69,0.86,231.01
1748,184891.69,0.86,231.03
1749,184891.69,0.86,231.05
1750,184891.69,0.86,231.07
1751,184891.69,0.86,231.08
1752,184891.69,0.86,231.10
1753,184891.69,0.86,231.12
1754,184891.69,0.86,231.14
1755,184891.69,0.86,231.16
1756,184891.69,0.86,231.18
1757,184891.69,0.86,231.20
1758,184891.69,0.87,231.21
1759,184891.69,0.87,231.23
1760,184891.69,0.87,231.25
1761,184891.69,0.87,231.27
1762,184891.69,0.87,231.29
1763,184891.69,0.87,231.31
1764,184891.69,0.87,231.33
1765,184891.69,0.87,231.35
1766,184891.69,0.87,231.36
1767,184891.69,0.87,231.38
1768,184891.69,0.87,231.40
1769,184891.69,0.87,231.42
1770,184891.69,0.88,231.44
1771,184891.69,0.88,231.46
1772,184891.69,0.88,231.48
1773,184891.69,0.88,231.50
1774,184891.69,0.88,231.51
1775,184891.69,0.88,231.53
1776,184891.69,0.88,231.55
1777,184891.69,0.88,231.57
1778,184891.69,0.88,231.59
1779,184891.69,0.88,231.61
1780,184891.69,0.88,231.63
1781,184891.69,0.88,231.65
1782,184891.69,0.89,231.66
1783,184891.69,0.89,231.68
1784,184891.69,0.89,231.70
1785,184891.69,0.89,231.72
1786,184891.69,0.89,231.74
1787,184891.69,0.89,231.76
1788,184891.69,0.89,231.78
1789,184891.69,0.89,231.80
1790,184891.69,0.89,231.81
1791,184891.69,0.89,231.83
1792,184891.69,0.89,231.85
1793,184891.69,0.89,231.87
1794,184891.69,0.90,231.89
1795,184891.69,0.90,231.91
1796,184891.69,0.90,231.93
1797,184891.69,0.90,231.94
1798,184891.69,0.90,231.96
1799,184891.69,0.90,231.98
1800,184891.69,0.90,232.00
1801,184891.69,0.90,232.02
1802,184891.69,0.90,232.04
1803,184891.69,0.90,232.06
1804,184891.69,0.90,232.08
1805,184891.69,0.90,232.09
1806,184891.69,0.91,232.11
1807,184891.69,0.91,232.13
